Meet|City|Country|Course|Event ID|Distance|Stroke|Round|Gender|Firstname|Lastname|Birthyear|Height cm|Weight Kg|BMI|Speed / Kg|Speed m/s|Time
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Anastasia|BOGDANOVSKI|1993|174.0|57.0|18.826793|0.029756|1.696065|29.48
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Jasmine|ALKHALDI|1993|180.0|60.0|18.518519|0.029677|1.780627|28.08
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Yilin|ZHOU|1992|173.0|66.0|22.05219|0.028406|1.874766|26.67
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Melanie|HENIQUE|1992|172.0|60.0|20.281233|0.032489|1.949318|25.65
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Ana|NOBREGA|1990|170.0|60.0|20.761246|0.028163|1.68976|29.59
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Kimberly|BUYS|1989|187.0|75.0|21.447568|0.025533|1.914975|26.11
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Daiene|DIAS|1989|159.0|55.0|21.755469|0.034396|1.89179|26.43
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Ying|LU|1989|175.0|65.0|21.22449|0.028003|1.820167|27.47
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Hang Yu|SZE|1988|168.0|66.0|23.384354|0.028236|1.863586|26.83
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Jeanette|OTTESEN|1987|180.0|72.0|22.222222|0.027362|1.970055|25.38
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|20|50|FLY|PRE|F|Hanna-Maria|SEPPALA|1984|174.0|60.0|19.817677|0.030215|1.812908|27.58
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Sophie|HANSSON|1998|186.0|73.0|21.100705|0.02231|1.628664|30.7
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Lilly|KING|1997|176.0|70.0|22.59814|0.024487|1.71409|29.17
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Jessica Leigh|HANSEN|1995|171.0|62.0|21.203105|0.026686|1.654533|30.22
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Jenna|LAUKKANEN|1995|182.0|80.0|24.151673|0.020792|1.66334|30.06
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Miho|TERAMURA|1994|164.0|53.0|19.705532|0.031084|1.647446|30.35
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Rachel|NICOL|1993|160.0|61.0|23.828125|0.026981|1.64582|30.38
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Martina|CARRARO|1993|175.0|60.0|19.591837|0.027385|1.643115|30.43
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Fanny|LECLUYSE|1992|177.0|64.0|20.428357|0.025895|1.657275|30.17
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.023905|1.67336|29.88
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Hrafnhildur|LUTHERSDOTTIR|1991|178.0|65.0|20.515086|0.025246|1.640958|30.47
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|204|50|BREAST|SEM|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.024209|1.718804|29.09
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Javier|ACEVEDO|1998|182.0|68.0|20.528922|0.028745|1.954652|51.16
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Robert|GLINTA|1997|185.0|72.0|21.037253|0.027574|1.985309|50.37
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Jiayu|XU|1995|187.0|79.0|22.591438|0.025322|2.0004|49.99
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Danas|RAPSYS|1995|190.0|84.0|23.268698|0.023297|1.956947|51.1
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Grigory|TARASEVICH|1995|191.0|75.0|20.558647|0.026382|1.978631|50.54
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Tomasz|POLEWKA|1994|200.0|96.0|24.0|0.020278|1.946661|51.37
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Andrei|SHABASOV|1994|180.0|73.0|22.530864|0.027557|2.011668|49.71
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Mitchell|LARKIN|1993|184.0|74.0|21.857278|0.026973|1.996008|50.1
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.022998|1.977848|50.56
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Masaki|KANEKO|1992|182.0|75.0|22.642193|0.026324|1.974334|50.65
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Radoslaw|KAWECKI|1991|189.0|76.0|21.276|0.026227|1.993223|50.17
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Pavel|SANKOVICH|1990|182.0|77.0|23.245985|0.02555|1.967342|50.83
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Bobby|HURLEY|1988|194.0|84.0|22.319056|0.023402|1.965795|50.87
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|205|100|BACK|SEM|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.026712|1.976675|50.59
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Carlos|CLAVERIE|1996|195.0|85.0|22.353715|0.020207|1.717623|58.22
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Zibei|YAN|1995|190.0|75.0|20.775623|0.022985|1.723841|58.01
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Ilya|SHYMANOVICH|1994|194.0|85.0|22.584759|0.020407|1.734605|57.65
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Ross|MURDOCH|1994|183.0|76.0|22.694019|0.022776|1.731002|57.77
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Vladimir|MOROZOV|1992|185.0|83.0|24.251278|0.021137|1.754386|57.0
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.022153|1.750088|57.14
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Andrew|WILLIS|1990|189.0|88.0|24.635369|0.019647|1.728907|57.84
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Marco|KOCH|1990|185.0|83.0|24.251278|0.021189|1.758706|56.86
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Giedrius|TITENIS|1989|193.0|95.0|25.50404|0.018037|1.713502|58.36
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Fabio|SCOZZOLI|1988|187.0|85.0|24.307244|0.02056|1.747641|57.22
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Cameron|VAN DER BURGH|1988|185.0|85.0|24.835646|0.0204|1.734004|57.67
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|207|100|BREAST|SEM|M|Felipe|LIMA|1985|190.0|90.0|24.930748|0.019253|1.732802|57.71
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Jie|CHEN|1995|177.0|65.0|20.74755|0.026589|1.72831|57.86
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Andrea|BERRINO|1994|180.0|70.0|21.604938|0.024428|1.709986|58.48
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Sayaka|AKASE|1994|165.0|55.0|20.20202|0.031429|1.728608|57.85
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Kira|TOUSSAINT|1994|174.0|72.0|23.781213|0.024058|1.732202|57.73
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Daryna|ZEVINA|1994|178.0|67.0|21.14632|0.026153|1.752234|57.07
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Emily|SEEBOHM|1992|180.0|70.0|21.604938|0.025311|1.771793|56.44
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Simona|BAUMRTOVA|1991|176.0|66.0|21.306818|0.026268|1.733703|57.68
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Georgia|DAVIES|1990|175.0|64.0|20.897959|0.027562|1.76398|56.69
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|208|100|BACK|SEM|F|Katinka|HOSSZU|1989|172.0|62.0|20.957274|0.028426|1.762425|56.74
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Francis|FONG|2000|184.0|78.0|23.038752|0.024579|1.917178|26.08
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Javier|ACEVEDO|1998|182.0|68.0|20.528922|0.030497|2.073828|24.11
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Tomas|FRANTA|1998|187.0|76.0|21.733535|0.026831|2.039152|24.52
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Akaki|VASHAKIDZE|1998|187.0|79.0|22.591438|0.02326|1.83756|27.21
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Markus|THORMEYER|1997|195.0|82.0|21.56476|0.02442|2.002403|24.97
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Kristof|RASOVSZKY|1997|190.0|84.0|23.268698|0.023352|1.961554|25.49
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Sebastien|KOUMA|1997|190.0|86.0|23.822715|0.021541|1.852538|26.99
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Gabriel|LOPES|1997|185.0|70.0|20.452885|0.02864|2.004812|24.94
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Robert|GLINTA|1997|185.0|72.0|21.037253|0.029301|2.109705|23.7
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Apostolos|CHRISTOU|1996|198.0|88.0|22.446689|0.023163|2.03832|24.53
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Justin|PLASCHKA|1996|185.0|68.0|19.868517|0.0294|1.9992|25.01
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Adel|ELFAKIR|1996|180.0|75.0|23.148148|0.025262|1.894657|26.39
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Alex|AXIOTIS|1996|185.0|65.0|18.991965|0.027532|1.789549|27.94
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Jiayu|XU|1995|187.0|79.0|22.591438|0.027024|2.134927|23.42
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Danas|RAPSYS|1995|190.0|84.0|23.268698|0.024475|2.055921|24.32
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Grigory|TARASEVICH|1995|191.0|75.0|20.558647|0.028129|2.109705|23.7
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Christopher|COURTIS|1994|183.0|73.0|21.798202|0.027463|2.004812|24.94
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Viktar|STASELOVICH|1994|188.0|83.0|23.483477|0.025121|2.085071|23.98
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Tomasz|POLEWKA|1994|200.0|96.0|24.0|0.022163|2.12766|23.5
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Andrei|SHABASOV|1994|180.0|73.0|22.530864|0.028059|2.048341|24.41
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Mitchell|LARKIN|1993|184.0|74.0|21.857278|0.028667|2.121341|23.57
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.024347|2.093802|23.88
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Boris|KIRILLOV|1992|181.0|75.0|22.893074|0.026031|1.952362|25.61
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Masaki|KANEKO|1992|182.0|75.0|22.642193|0.027906|2.092926|23.89
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Thol|THOEUN|1991|178.0|72.0|22.724403|0.022657|1.631321|30.65
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Pavel|SANKOVICH|1990|182.0|77.0|23.245985|0.027667|2.130379|23.47
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Bobby|HURLEY|1988|194.0|84.0|22.319056|0.025105|2.108815|23.71
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Jeremy|STRAVIUS|1988|190.0|87.0|24.099723|0.02489|2.16544|23.09
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.029467|2.180549|22.93
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Albert|SUBIRATS|1986|190.0|85.0|23.545706|0.024936|2.119542|23.59
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|21|50|BACK|PRE|M|Ryan|PINI|1981|196.0|98.0|25.510204|0.020953|2.053388|24.35
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Penny|OLEKSIAK|2000|186.0|68.0|19.655451|0.028178|1.916076|52.19
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Rikako|IKEE|2000|167.0|55.0|19.721037|0.034652|1.905851|52.47
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Menghui|ZHU|1999|173.0|69.0|23.054562|0.027397|1.890359|52.9
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Marie|WATTEL|1997|181.0|71.0|21.67211|0.026248|1.863586|53.66
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Brittany|ELMSLIE|1994|180.0|69.0|21.296296|0.027769|1.916076|52.19
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Isabella|ARCILA HURTADO|1994|168.0|64.0|22.675737|0.028946|1.852538|53.98
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Larissa|OLIVEIRA|1993|169.0|57.0|19.957284|0.032688|1.863238|53.67
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Sandrine|MAINVILLE|1992|173.0|65.0|21.718066|0.029259|1.901864|52.58
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Veronika|POPOVA|1991|182.0|68.0|20.528922|0.027778|1.888931|52.94
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Ranomi|KROMOWIDJOJO|1990|180.0|72.0|22.222222|0.026325|1.895375|52.76
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Zsuzsanna|JAKABOS|1989|185.0|70.0|20.452885|0.026838|1.87864|53.23
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Federica|PELLEGRINI|1988|179.0|65.0|20.286508|0.029154|1.895016|52.77
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Jeanette|OTTESEN|1987|180.0|72.0|22.222222|0.026166|1.883949|53.08
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.027622|1.878287|53.24
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Erika|FERRAIOLI|1986|180.0|65.0|20.061728|0.028703|1.865672|53.6
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|214|100|FREE|SEM|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.024458|1.883239|53.1
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Zhuhao|LI|1999|183.0|75.0|22.395413|0.025955|1.946661|51.37
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Daniil|PAKHOMOV|1998|189.0|77.0|21.555947|0.02548|1.961938|50.97
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|David|MORGAN|1994|184.0|82.0|24.220227|0.024361|1.997603|50.06
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Marius|KUSCH|1993|191.0|85.0|23.2998|0.023082|1.961938|50.97
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Mehdy|METELLA|1992|191.0|99.0|27.137414|0.020018|1.981768|50.46
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Adam|BARRETT|1992|191.0|87.0|23.84803|0.023358|2.032107|49.21
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Chad|LE CLOS|1992|190.0|83.0|22.99169|0.024174|2.006421|49.84
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Tom|SHIELDS|1991|192.0|87.0|23.60026|0.023239|2.021836|49.46
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Yauhen|TSURKIN|1990|182.0|77.0|23.245985|0.025465|1.960784|51.0
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Pavel|SANKOVICH|1990|182.0|77.0|23.245985|0.025585|1.970055|50.76
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|215|100|FLY|SEM|M|Jeremy|STRAVIUS|1988|190.0|87.0|24.099723|0.022815|1.984915|50.38
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.022186|1.908033|52.41
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Daniil|PAKHOMOV|1998|189.0|77.0|21.555947|0.024416|1.880053|53.19
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Kyle|STOLK|1996|186.0|85.0|24.569314|0.022252|1.891432|52.87
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|David|FOLDHAZI|1995|187.0|78.0|22.305471|0.023914|1.865324|53.61
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Markus|LIE|1995|194.0|89.0|23.647571|0.02114|1.881468|53.15
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Jack|GERRARD|1994|195.0|89.0|23.405654|0.021188|1.885725|53.03
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Shun|WANG|1994|192.0|74.0|20.073785|0.025628|1.896454|52.73
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Andreas|VAZAIOS|1994|190.0|85.0|23.545706|0.022048|1.874063|53.36
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Daiya|SETO|1994|174.0|75.0|24.772097|0.025597|1.919754|52.09
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Alexis|SANTOS|1992|185.0|74.0|21.621622|0.025468|1.884659|53.06
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Vladimir|MOROZOV|1992|185.0|83.0|24.251278|0.022975|1.906941|52.44
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Philip|HEINTZ|1991|194.0|85.0|22.584759|0.022354|1.900057|52.63
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Shinri|SHIOURA|1991|188.0|90.0|25.464011|0.021225|1.91022|52.35
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|219|100|MEDLEY|SEM|M|Simon|SJODIN|1986|192.0|85.0|23.057726|0.022248|1.891074|52.88
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Fatima|ALKARAMOVA|2002|175.0|60.0|19.591837|0.025104|1.506251|66.39
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Yanhan|AI|2002|170.0|58.0|20.069204|0.027346|1.586043|63.05
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Chade|NERSICIO|2001|171.0|50.0|17.099278|0.030409|1.52045|65.77
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Sara|NYSTED|2001|168.0|55.0|19.486961|0.027929|1.536098|65.1
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Sonia|TUMIOTTO|2001|154.0|52.0|21.926126|0.027305|1.419849|70.43
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Melisa|ZHDRELLA|2000|168.0|55.0|19.486961|0.025211|1.386578|72.12
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Marrit|STEENBERGEN|2000|178.0|63.0|19.883853|0.026535|1.671682|59.82
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Christie|CHUE|2000|175.0|66.0|21.55102|0.02309|1.523926|65.62
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Tilali|SCANLAN|1999|166.0|66.0|23.951227|0.021012|1.38677|72.11
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Rebecca Wacui|KAMAU|1999|155.0|55.0|22.89282|0.0284|1.562012|64.02
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Nicole|RAUTEMBERG|1999|166.0|67.0|24.314124|0.022683|1.519757|65.8
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Meichen|SUN|1998|175.0|63.0|20.571429|0.026026|1.639613|60.99
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Colleen|FURGESON|1998|176.0|65.0|20.983988|0.02169|1.409841|70.93
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Lushavel|STICKLAND|1998|174.0|80.0|26.42357|0.019525|1.562012|64.02
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Lena|KREUNDL|1997|174.0|69.0|22.790329|0.024231|1.671961|59.81
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Naomy Hope|GRAND-PIERRE|1997|180.0|65.0|20.061728|0.023271|1.51263|66.11
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Ammara|PINTO|1997|163.0|61.0|22.959088|0.020327|1.239926|80.65
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Lilly|KING|1997|176.0|70.0|22.59814|0.023481|1.643655|60.84
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Matelita|BUADROMO|1996|171.0|70.0|23.93899|0.02186|1.530222|65.35
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Annie|HEPLER|1996|166.0|60.0|21.773842|0.022951|1.377031|72.62
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Cheyenne|ROVA|1995|170.0|71.0|24.567474|0.021081|1.496782|66.81
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Jenna|LAUKKANEN|1995|182.0|80.0|24.151673|0.020949|1.675884|59.67
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Isabella|ARCILA HURTADO|1994|168.0|64.0|22.675737|0.02521|1.613424|61.98
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Mathilde|CINI|1994|166.0|62.0|22.499637|0.025626|1.588815|62.94
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Kin Lok|CHAN|1994|165.0|56.0|20.56933|0.029069|1.627869|61.43
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Gabriela|NIKITINA|1994|173.0|63.0|21.049818|0.024911|1.569366|63.72
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Estellah|FILS RABETSARA|1994|167.0|59.0|21.155294|0.024165|1.42572|70.14
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Barbora|ZAVADOVA|1993|177.0|68.0|21.705129|0.02397|1.629992|61.35
13th FINA World Swimming Championships (25m)|Windsor|CAN|SCM|22|100|MEDLEY|PRE|F|Anastasia|BOGDANOVSKI|1993|174.0|57.0|18.826793|0.026731|1.523693|65.63
